replicon,type,subtype,sys_beg,sys_end,protein_in_syst,genes_count,name_of_profiles_in_sys,accession_in_sys,Superkingdom,phylum,class,order,family,genus,species,sys_id
GCF_009873225.2_NZ_CP092460,BREX,BREX_I,GCF_009873225.2_NZ_CP092460_00669,GCF_009873225.2_NZ_CP092460_00676,"GCF_009873225.2_NZ_CP092460_00669,GCF_009873225.2_NZ_CP092460_00670,GCF_009873225.2_NZ_CP092460_00673,GCF_009873225.2_NZ_CP092460_00674,GCF_009873225.2_NZ_CP092460_00675,GCF_009873225.2_NZ_CP092460_00676",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","FXN80_RS03345,FXN80_RS03350,FXN80_RS03365,FXN80_RS03370,WP_032634494.1,WP_100126891.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya fangzhongdai,GCF_009873225_NZ_CP092460_BREX_I_2
GCF_009910365.1_NZ_CP036423,BREX,BREX_I,GCF_009910365.1_NZ_CP036423_00845,GCF_009910365.1_NZ_CP036423_00850,"GCF_009910365.1_NZ_CP036423_00845,GCF_009910365.1_NZ_CP036423_00846,GCF_009910365.1_NZ_CP036423_00847,GCF_009910365.1_NZ_CP036423_00848,GCF_009910365.1_NZ_CP036423_00849,GCF_009910365.1_NZ_CP036423_00850",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_040816782.1,WP_009576097.1,EYZ66_RS04240,EYZ66_RS04245,EYZ66_RS04250,EYZ66_RS04255",Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Aequoribacter,Aequoribacter fuscus,GCF_009910365_NZ_CP036423_BREX_I_2
GCF_011399095.1_NZ_AP022843,BREX,BREX_I,GCF_011399095.1_NZ_AP022843_02063,GCF_011399095.1_NZ_AP022843_02069,"GCF_011399095.1_NZ_AP022843_02063,GCF_011399095.1_NZ_AP022843_02067,GCF_011399095.1_NZ_AP022843_02068,GCF_011399095.1_NZ_AP022843_02069",4,"BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","HHSLTHF2_RS10305,HHSLTHF2_RS10320,WP_197915459.1,WP_172420976.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas hydrothermalis,GCF_011399095_NZ_AP022843_BREX_I_1
GCF_002208765.2_NZ_CP022043,BREX,BREX_I,GCF_002208765.2_NZ_CP022043_00537,GCF_002208765.2_NZ_CP022043_00541,"GCF_002208765.2_NZ_CP022043_00537,GCF_002208765.2_NZ_CP022043_00538,GCF_002208765.2_NZ_CP022043_00539,GCF_002208765.2_NZ_CP022043_00540,GCF_002208765.2_NZ_CP022043_00541",5,"BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","CEP87_RS02900,CEP87_RS02905,CEP87_RS02910,WP_011513936.1,WP_011513937.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter cryohalolentis,GCF_002208765_NZ_CP022043_BREX_I_2
GCF_016458825.1_NZ_CP066744,BREX,BREX_I,GCF_016458825.1_NZ_CP066744_01276,GCF_016458825.1_NZ_CP066744_01281,"GCF_016458825.1_NZ_CP066744_01276,GCF_016458825.1_NZ_CP066744_01277,GCF_016458825.1_NZ_CP066744_01278,GCF_016458825.1_NZ_CP066744_01279,GCF_016458825.1_NZ_CP066744_01280,GCF_016458825.1_NZ_CP066744_01281",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_243659988.1,WP_243659989.1,JFY71_RS06390,JFY71_RS06395,JFY71_RS06400,JFY71_RS06405",Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Miniphocaeibacter,Miniphocaeibacter halophilus,GCF_016458825_NZ_CP066744_BREX_I_2
GCF_003367905.1_NZ_CP029462,BREX,BREX_I,GCF_003367905.1_NZ_CP029462_01547,GCF_003367905.1_NZ_CP029462_01552,"GCF_003367905.1_NZ_CP029462_01547,GCF_003367905.1_NZ_CP029462_01548,GCF_003367905.1_NZ_CP029462_01549,GCF_003367905.1_NZ_CP029462_01550,GCF_003367905.1_NZ_CP029462_01551,GCF_003367905.1_NZ_CP029462_01552",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","DKB62_RS07705,DKB62_RS07710,DKB62_RS07715,DKB62_RS07720,WP_107195317.1,WP_036202186.1",Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera stantonii,GCF_003367905_NZ_CP029462_BREX_I_2
GCF_019670205.1_NZ_AP023291,BREX,BREX_I,GCF_019670205.1_NZ_AP023291_04111,GCF_019670205.1_NZ_AP023291_04118,"GCF_019670205.1_NZ_AP023291_04111,GCF_019670205.1_NZ_AP023291_04112,GCF_019670205.1_NZ_AP023291_04113,GCF_019670205.1_NZ_AP023291_04114,GCF_019670205.1_NZ_AP023291_04117,GCF_019670205.1_NZ_AP023291_04118",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_001740084.1,WP_000566905.1,K5613_RS20495,K5613_RS20500,K5613_RS20515,K5613_RS20520",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_019670205_NZ_AP023291_BREX_I_2
GCF_902387285.1_NZ_LR699000,BREX,BREX_IV,GCF_902387285.1_NZ_LR699000_00677,GCF_902387285.1_NZ_LR699000_00683,"GCF_902387285.1_NZ_LR699000_00677,GCF_902387285.1_NZ_LR699000_00678,GCF_902387285.1_NZ_LR699000_00682,GCF_902387285.1_NZ_LR699000_00683",4,"BREX__brxL,BREX__pglZ4,BREX__brxC4,BREX__brxP","WP_015504569.1,FX051_RS03340,WP_015504574.1,WP_015504575.1",Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Candidatus Methanomethylophilaceae,Candidatus Methanomethylophilus,Candidatus Methanomethylophilus alvus,GCF_902387285_NZ_LR699000_BREX_IV_1
GCF_020520305.1_NZ_CP084736,BREX,BREX_II,GCF_020520305.1_NZ_CP084736_02728,GCF_020520305.1_NZ_CP084736_02733,"GCF_020520305.1_NZ_CP084736_02728,GCF_020520305.1_NZ_CP084736_02729,GCF_020520305.1_NZ_CP084736_02730,GCF_020520305.1_NZ_CP084736_02731,GCF_020520305.1_NZ_CP084736_02732,GCF_020520305.1_NZ_CP084736_02733",6,"BREX__brxHI,BREX__brxD,BREX__pglZ2,BREX__pglY,BREX__pglX2,BREX__pglW","WP_226511907.1,LEL84_RS13650,LEL84_RS13655,WP_226511910.1,LEL84_RS13665,WP_226511912.1",Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia sp. WA4-43,GCF_020520305_NZ_CP084736_BREX_II_4
GCF_020520305.1_NZ_CP084736,BREX,BREX_I,GCF_020520305.1_NZ_CP084736_03779,GCF_020520305.1_NZ_CP084736_03791,"GCF_020520305.1_NZ_CP084736_03779,GCF_020520305.1_NZ_CP084736_03780,GCF_020520305.1_NZ_CP084736_03782,GCF_020520305.1_NZ_CP084736_03786,GCF_020520305.1_NZ_CP084736_03787,GCF_020520305.1_NZ_CP084736_03791",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_226512483.1,WP_226512484.1,WP_226512486.1,LEL84_RS18935,LEL84_RS18940,LEL84_RS18960",Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia sp. WA4-43,GCF_020520305_NZ_CP084736_BREX_I_3
GCF_013207105.1_NZ_CP053865,BREX,BREX_I,GCF_013207105.1_NZ_CP053865_04634,GCF_013207105.1_NZ_CP053865_04641,"GCF_013207105.1_NZ_CP053865_04634,GCF_013207105.1_NZ_CP053865_04635,GCF_013207105.1_NZ_CP053865_04638,GCF_013207105.1_NZ_CP053865_04639,GCF_013207105.1_NZ_CP053865_04640,GCF_013207105.1_NZ_CP053865_04641",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","HQ623_RS23065,HQ623_RS23070,HQ623_RS23085,HQ623_RS23090,WP_000566905.1,WP_001740084.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_013207105_NZ_CP053865_BREX_I_2
GCF_015697825.1_NZ_CP061126,BREX,BREX_I,GCF_015697825.1_NZ_CP061126_04107,GCF_015697825.1_NZ_CP061126_04114,"GCF_015697825.1_NZ_CP061126_04107,GCF_015697825.1_NZ_CP061126_04108,GCF_015697825.1_NZ_CP061126_04109,GCF_015697825.1_NZ_CP061126_04110,GCF_015697825.1_NZ_CP061126_04113,GCF_015697825.1_NZ_CP061126_04114",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_001740084.1,WP_000566905.1,IBY93_RS20445,IBY93_RS20450,IBY93_RS20465,IBY93_RS20470",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_015697825_NZ_CP061126_BREX_I_2
GCF_022353825.1_NZ_CP055005,BREX,BREX_I,GCF_022353825.1_NZ_CP055005_04181,GCF_022353825.1_NZ_CP055005_04186,"GCF_022353825.1_NZ_CP055005_04181,GCF_022353825.1_NZ_CP055005_04182,GCF_022353825.1_NZ_CP055005_04183,GCF_022353825.1_NZ_CP055005_04184,GCF_022353825.1_NZ_CP055005_04185,GCF_022353825.1_NZ_CP055005_04186",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_085962535.1,WP_000566901.1,HUZ53_RS20920,HUZ53_RS20925,HUZ53_RS20930,HUZ53_RS20935",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,GCF_022353825_NZ_CP055005_BREX_I_2
GCF_020691725.1_NZ_CP085699,BREX,BREX_I,GCF_020691725.1_NZ_CP085699_04098,GCF_020691725.1_NZ_CP085699_04105,"GCF_020691725.1_NZ_CP085699_04098,GCF_020691725.1_NZ_CP085699_04099,GCF_020691725.1_NZ_CP085699_04100,GCF_020691725.1_NZ_CP085699_04101,GCF_020691725.1_NZ_CP085699_04104,GCF_020691725.1_NZ_CP085699_04105",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_001740084.1,WP_000566905.1,LJN59_RS20510,LJN59_RS20515,LJN59_RS20530,LJN59_RS20535",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_020691725_NZ_CP085699_BREX_I_2
GCF_023100845.1_NZ_CP095864,BREX,BREX_I,GCF_023100845.1_NZ_CP095864_02349,GCF_023100845.1_NZ_CP095864_02353,"GCF_023100845.1_NZ_CP095864_02349,GCF_023100845.1_NZ_CP095864_02350,GCF_023100845.1_NZ_CP095864_02351,GCF_023100845.1_NZ_CP095864_02352,GCF_023100845.1_NZ_CP095864_02353",5,"BREX__brxL,BREX__pglZB,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788","MYK68_RS11745,MYK68_RS11750,WP_247863884.1,MYK68_RS11760,WP_247863886.1",Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia sp. PP30,GCF_023100845_NZ_CP095864_BREX_I_3
GCF_023100845.1_NZ_CP095864,BREX,BREX_II,GCF_023100845.1_NZ_CP095864_02753,GCF_023100845.1_NZ_CP095864_02761,"GCF_023100845.1_NZ_CP095864_02753,GCF_023100845.1_NZ_CP095864_02754,GCF_023100845.1_NZ_CP095864_02758,GCF_023100845.1_NZ_CP095864_02759,GCF_023100845.1_NZ_CP095864_02760,GCF_023100845.1_NZ_CP095864_02761",6,"BREX__pglW,BREX__pglX2,BREX__pglY,BREX__pglZ2,BREX__brxD,BREX__brxHI","WP_247864245.1,MYK68_RS13770,WP_247864250.1,MYK68_RS13795,MYK68_RS13800,WP_247864253.1",Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia sp. PP30,GCF_023100845_NZ_CP095864_BREX_II_4
GCF_000286275.1_NC_018405,BREX,BREX_I,GCF_000286275.1_NC_018405_00541,GCF_000286275.1_NC_018405_00550,"GCF_000286275.1_NC_018405_00541,GCF_000286275.1_NC_018405_00542,GCF_000286275.1_NC_018405_00543,GCF_000286275.1_NC_018405_00546,GCF_000286275.1_NC_018405_00548,GCF_000286275.1_NC_018405_00549,GCF_000286275.1_NC_018405_00550",7,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","ECENHK_RS02725,ECENHK_RS02730,ECENHK_RS02735,ECENHK_RS02750,ECENHK_RS02760,WP_014882332.1,WP_014882333.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter kobei,GCF_000286275_NC_018405_BREX_I_2
GCF_903992995.2_NZ_LR862421,BREX,BREX_I,GCF_903992995.2_NZ_LR862421_04637,GCF_903992995.2_NZ_LR862421_04644,"GCF_903992995.2_NZ_LR862421_04637,GCF_903992995.2_NZ_LR862421_04638,GCF_903992995.2_NZ_LR862421_04641,GCF_903992995.2_NZ_LR862421_04642,GCF_903992995.2_NZ_LR862421_04643,GCF_903992995.2_NZ_LR862421_04644",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","H7X53_RS23085,H7X53_RS23090,H7X53_RS23105,H7X53_RS23110,WP_000566905.1,WP_001740084.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_903992995_NZ_LR862421_BREX_I_2
GCF_011066545.1_NZ_CP049055,BREX,BREX_I,GCF_011066545.1_NZ_CP049055_03266,GCF_011066545.1_NZ_CP049055_03273,"GCF_011066545.1_NZ_CP049055_03266,GCF_011066545.1_NZ_CP049055_03267,GCF_011066545.1_NZ_CP049055_03268,GCF_011066545.1_NZ_CP049055_03271,GCF_011066545.1_NZ_CP049055_03272,GCF_011066545.1_NZ_CP049055_03273",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__pglX1,BREX__brxC,BREX__pglZA,BREX__brxL","WP_164995426.1,WP_164995427.1,KsCSTR_RS16655,KsCSTR_RS16670,WP_164995432.1,KsCSTR_RS16680",Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,Candidatus Kuenenia stuttgartiensis,GCF_011066545_NZ_CP049055_BREX_I_2
GCF_023330805.1_NZ_CP091558,BREX,BREX_I,GCF_023330805.1_NZ_CP091558_00531,GCF_023330805.1_NZ_CP091558_00538,"GCF_023330805.1_NZ_CP091558_00531,GCF_023330805.1_NZ_CP091558_00532,GCF_023330805.1_NZ_CP091558_00535,GCF_023330805.1_NZ_CP091558_00536,GCF_023330805.1_NZ_CP091558_00537,GCF_023330805.1_NZ_CP091558_00538",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","INN79_RS02660,INN79_RS02665,INN79_RS02680,INN79_RS02685,WP_000566905.1,WP_001740084.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_023330805_NZ_CP091558_BREX_I_2
GCF_012530215.1_NZ_CP051267,BREX,BREX_I,GCF_012530215.1_NZ_CP051267_00761,GCF_012530215.1_NZ_CP051267_00768,"GCF_012530215.1_NZ_CP051267_00761,GCF_012530215.1_NZ_CP051267_00762,GCF_012530215.1_NZ_CP051267_00766,GCF_012530215.1_NZ_CP051267_00767,GCF_012530215.1_NZ_CP051267_00768",5,"BREX__brxL,BREX__pglZA,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","G4F90_RS03810,G4F90_RS03815,G4F90_RS03835,WP_000566905.1,WP_001740084.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_012530215_NZ_CP051267_BREX_I_2
GCF_013635755.1_NZ_CP058196,BREX,BREX_I,GCF_013635755.1_NZ_CP058196_03699,GCF_013635755.1_NZ_CP058196_03706,"GCF_013635755.1_NZ_CP058196_03699,GCF_013635755.1_NZ_CP058196_03700,GCF_013635755.1_NZ_CP058196_03701,GCF_013635755.1_NZ_CP058196_03702,GCF_013635755.1_NZ_CP058196_03705,GCF_013635755.1_NZ_CP058196_03706",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_032634496.1,WP_032634494.1,HV027_RS18510,HV027_RS18515,HV027_RS18530,HV027_RS18535",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,GCF_013635755_NZ_CP058196_BREX_I_2
GCF_019793795.1_NZ_CP081825,BREX,BREX_I,GCF_019793795.1_NZ_CP081825_00516,GCF_019793795.1_NZ_CP081825_00521,"GCF_019793795.1_NZ_CP081825_00516,GCF_019793795.1_NZ_CP081825_00517,GCF_019793795.1_NZ_CP081825_00518,GCF_019793795.1_NZ_CP081825_00519,GCF_019793795.1_NZ_CP081825_00520,GCF_019793795.1_NZ_CP081825_00521",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","K5K90_RS02585,K5K90_RS02590,K5K90_RS02595,K5K90_RS02600,WP_222215806.1,WP_222215807.1",Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. DR312,GCF_019793795_NZ_CP081825_BREX_I_2
GCF_900232105.1_NZ_LT934425,BREX,BREX_I,GCF_900232105.1_NZ_LT934425_02793,GCF_900232105.1_NZ_LT934425_02800,"GCF_900232105.1_NZ_LT934425_02793,GCF_900232105.1_NZ_LT934425_02794,GCF_900232105.1_NZ_LT934425_02795,GCF_900232105.1_NZ_LT934425_02798,GCF_900232105.1_NZ_LT934425_02799,GCF_900232105.1_NZ_LT934425_02800",6,"BREX__brxL,BREX__pglZA,BREX__brxC,BREX__pglX1,BREX__brxB_DUF1788,BREX__brxA_DUF1819","KSMBR1_RS14585,WP_099325976.1,KSMBR1_RS14595,KSMBR1_RS14610,WP_099325981.1,WP_157820630.1",Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,Candidatus Kuenenia stuttgartiensis,GCF_900232105_NZ_LT934425_BREX_I_2
GCF_904129595.1_NZ_LR881463,BREX,BREX_I,GCF_904129595.1_NZ_LR881463_00684,GCF_904129595.1_NZ_LR881463_00691,"GCF_904129595.1_NZ_LR881463_00684,GCF_904129595.1_NZ_LR881463_00685,GCF_904129595.1_NZ_LR881463_00688,GCF_904129595.1_NZ_LR881463_00689,GCF_904129595.1_NZ_LR881463_00690,GCF_904129595.1_NZ_LR881463_00691",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","STMLT2P22_RS03390,STMLT2P22_RS03395,STMLT2P22_RS03410,STMLT2P22_RS03415,WP_000566905.1,WP_001740084.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_904129595_NZ_LR881463_BREX_I_2
GCF_004799685.1_NZ_CP031311,BREX,BREX_V,GCF_004799685.1_NZ_CP031311_01706,GCF_004799685.1_NZ_CP031311_01714,"GCF_004799685.1_NZ_CP031311_01706,GCF_004799685.1_NZ_CP031311_01707,GCF_004799685.1_NZ_CP031311_01708,GCF_004799685.1_NZ_CP031311_01710,GCF_004799685.1_NZ_CP031311_01712,GCF_004799685.1_NZ_CP031311_01714",6,"BREX__brxC,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZB,BREX__brxHII","WP_103992123.1,WP_103992124.1,WP_103992125.1,DV707_RS08450,DV707_RS08460,WP_235010794.1",Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobellus,Halobellus limi,GCF_004799685_NZ_CP031311_BREX_V_2
GCF_014489415.1_NZ_CP060822,BREX,BREX_I,GCF_014489415.1_NZ_CP060822_01682,GCF_014489415.1_NZ_CP060822_01687,"GCF_014489415.1_NZ_CP060822_01682,GCF_014489415.1_NZ_CP060822_01683,GCF_014489415.1_NZ_CP060822_01684,GCF_014489415.1_NZ_CP060822_01686,GCF_014489415.1_NZ_CP060822_01687",5,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788","IAR63_RS08390,IAR63_RS08395,IAR63_RS08400,IAR63_RS08410,WP_187707240.1",Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Cylindrospermopsis,Cylindrospermopsis curvispora,GCF_014489415_NZ_CP060822_BREX_I_3
GCF_014489415.1_NZ_CP060822,BREX,BREX_I,GCF_014489415.1_NZ_CP060822_02627,GCF_014489415.1_NZ_CP060822_02636,"GCF_014489415.1_NZ_CP060822_02627,GCF_014489415.1_NZ_CP060822_02628,GCF_014489415.1_NZ_CP060822_02633,GCF_014489415.1_NZ_CP060822_02635,GCF_014489415.1_NZ_CP060822_02636",5,"BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_006277879.1,IAR63_RS13115,IAR63_RS13140,IAR63_RS13150,IAR63_RS13155",Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Cylindrospermopsis,Cylindrospermopsis curvispora,GCF_014489415_NZ_CP060822_BREX_I_4
GCF_000183405.1_NC_014758,BREX,BREX_I,GCF_000183405.1_NC_014758_02078,GCF_000183405.1_NC_014758_02085,"GCF_000183405.1_NC_014758_02078,GCF_000183405.1_NC_014758_02079,GCF_000183405.1_NC_014758_02080,GCF_000183405.1_NC_014758_02082,GCF_000183405.1_NC_014758_02083,GCF_000183405.1_NC_014758_02084,GCF_000183405.1_NC_014758_02085",7,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","CALNI_RS10240,CALNI_RS10245,CALNI_RS10250,CALNI_RS10255,CALNI_RS10260,WP_013452129.1,WP_013452130.1",Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Calditerrivibrionaceae,Calditerrivibrio,Calditerrivibrio nitroreducens,GCF_000183405_NC_014758_BREX_I_2
GCF_009846525.1_NZ_CP024621,BREX,BREX_I,GCF_009846525.1_NZ_CP024621_03363,GCF_009846525.1_NZ_CP024621_03372,"GCF_009846525.1_NZ_CP024621_03363,GCF_009846525.1_NZ_CP024621_03364,GCF_009846525.1_NZ_CP024621_03366,GCF_009846525.1_NZ_CP024621_03370,GCF_009846525.1_NZ_CP024621_03371,GCF_009846525.1_NZ_CP024621_03372",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","CTT34_RS16780,CTT34_RS16785,CTT34_RS16795,CTT34_RS16815,WP_159343849.1,WP_159343442.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas meridiana,GCF_009846525_NZ_CP024621_BREX_I_2
GCF_001700985.1_NZ_CP016622,BREX,BREX_V,GCF_001700985.1_NZ_CP016622_02544,GCF_001700985.1_NZ_CP016622_02550,"GCF_001700985.1_NZ_CP016622_02544,GCF_001700985.1_NZ_CP016622_02546,GCF_001700985.1_NZ_CP016622_02547,GCF_001700985.1_NZ_CP016622_02548,GCF_001700985.1_NZ_CP016622_02549,GCF_001700985.1_NZ_CP016622_02550",6,"BREX__brxHII,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","WP_042385347.1,BCV53_RS12680,BCV53_RS12685,BCV53_RS12690,WP_097948919.1,WP_042385362.1",Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Parageobacillus,Parageobacillus thermoglucosidasius,GCF_001700985_NZ_CP016622_BREX_V_2
GCF_012530335.1_NZ_CP051269,BREX,BREX_I,GCF_012530335.1_NZ_CP051269_00764,GCF_012530335.1_NZ_CP051269_00771,"GCF_012530335.1_NZ_CP051269_00764,GCF_012530335.1_NZ_CP051269_00765,GCF_012530335.1_NZ_CP051269_00768,GCF_012530335.1_NZ_CP051269_00769,GCF_012530335.1_NZ_CP051269_00770,GCF_012530335.1_NZ_CP051269_00771",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","G4F87_RS03830,G4F87_RS03835,G4F87_RS03850,G4F87_RS03855,WP_000566905.1,WP_001740084.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_012530335_NZ_CP051269_BREX_I_2
GCF_004101645.1_NZ_CP035176,BREX,BREX_I,GCF_004101645.1_NZ_CP035176_00028,GCF_004101645.1_NZ_CP035176_00035,"GCF_004101645.1_NZ_CP035176_00028,GCF_004101645.1_NZ_CP035176_00029,GCF_004101645.1_NZ_CP035176_00030,GCF_004101645.1_NZ_CP035176_00032,GCF_004101645.1_NZ_CP035176_00033,GCF_004101645.1_NZ_CP035176_00034,GCF_004101645.1_NZ_CP035176_00035",7,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","EQK45_RS16670,EQK45_RS16675,EQK45_RS16680,EQK45_RS16690,EQK45_RS16695,WP_015638639.1,WP_106904922.1",Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus plantarum,GCF_004101645_NZ_CP035176_BREX_I_2
GCF_019970895.1_NZ_CP073718,BREX,BREX_I,GCF_019970895.1_NZ_CP073718_00855,GCF_019970895.1_NZ_CP073718_00860,"GCF_019970895.1_NZ_CP073718_00855,GCF_019970895.1_NZ_CP073718_00856,GCF_019970895.1_NZ_CP073718_00858,GCF_019970895.1_NZ_CP073718_00859,GCF_019970895.1_NZ_CP073718_00860",5,"BREX__brxL,BREX__pglZA,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","J6O57_RS04275,J6O57_RS04280,J6O57_RS04290,WP_000566901.1,WP_148989245.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCF_019970895_NZ_CP073718_BREX_I_2
